Остап;Кунаковский;Eastern Institute of Economics, Humanitarian Sciences, Management, and Law;Институт стран Азии и Африки;БМТ1 Биомедицинские технические системы;22;5;19;Кяхта
Яков;Сотников;Russian State Medical University;Социологический факультет;ИУ8 Информационная безопасность;24;3;17;Братск
Александр;Веселовский;Russian State Social University;Институт стран Азии и Африки;МТ2 Инструментальная техника и технологии;22;4;7;Димитровград
Всеслав;Чистяков;Belgorod Shukhov state technological university;Факультет искусств;ИУ3 Информационные системы и телекоммуникации;24;2;5;Макушино
Кондрат;Краснов;Moscow State Academic School of 1905 Year Memory;Социологический факультет;ФH5 Химия;21;6;19;Новохоперск
Игнатий;Аптекарь;Ulyanovsk State Technical University;Биотехнологический факультет;ИБМ3 Промышленная логистика;22;1;4;Кинель
Пахом;Скворцов;Moscow Agricultural Academy;Социологический факультет;РК2 Теория механизмов и машин;24;3;13;Юрьевец
Елизар;Мелехов;Krasnoyarsk State Technical University (Russian abbreviation is KGTU) (1956);Высшая школа культурной политики и управления в гуманитарной сфере (факультет);МТ2 Инструментальная техника и технологии;23;2;20;Кузнецк
Марк;Гуковский;Russian State University for the Humanities (РГГУ), Moscow (1991);Физический факультет;Э10 Гидромеханика, гидромашины и гидропневмоавтоматика;19;6;14;Чехов-2
Антон;Швецов;Omsk State Pedagogical University;Факультет государственного управления;Э8 Плазменные энергетические установки;21;4;20;Сысерть
Арсений;Балакин;International Institute of Economics and Law;Московская школа экономики (факультет);СГН2 Социология и культурология;20;1;17;Фокино
Еремей;Завражин;Novosibirsk State Technical University (1950);Институт стран Азии и Африки;ИБМ4 Менеджмент;22;5;10;Обнинск
Рюрик;Вергунов;Tambov State University;Юридический факультет;Э1 Ракетные двигатели;20;6;18;Горно-Алтайск
Семен;Калягин;South Ural State University (1943);Факультет фундаментальной медицины;МТ4 Метрология и взаимозаменяемость;21;5;18;Крымск
Богдан;Щитт;Ulyanovsk State Agricultural Academy;Химический факультет;CМ12 Технологии ракетно-космического машиностроения;18;2;6;Костомукша
Максимильян;Дураничев;Krasnoyarsk State Institute of Trade and Economics;Факультет фундаментальной медицины;МТ13 Технологии обработки материалов;23;2;4;Чапаевск
Владислав;Куделькин;Yaroslavl Demidov State University (1918), successor to the Demidov Lyceum (founded 1803);Факультет искусств;СМ1 Космические аппараты и ракеты-носители;18;1;12;Морозовск
Роман;Пономарев;Kaliningrad State Technical University;Специализированный учебно–научный центр (факультет) — школа–интернат имени А.Н. Колмогорова;СГН1 История;18;4;15;Бокситогорск
Феоктист;Кардапольцев;Kazan State Conservatory;Биологический факультет;РЛ2 Лазерные и оптико-электронные системы;20;2;5;Осинники
Радислав;Луньков;Ulyanovsk State Agricultural Academy;Факультет глобальных процессов;РЛ5 Элементы приборных устройств;18;6;16;Белинский
Антип;Янаев;Pomor State University;Физический факультет;МТ7 Технологии сварки и диагностики;22;2;12;Керчь
Агап;Гайдук;Far Eastern State Academy of Economics and Management;Юридический факультет;МТ6 Технологии обработки давлением;18;4;6;Борисоглебск
Аристарх;Яцковский;International Institute of Economics and Law;Факультет искусств;МТ12 Лазерные технологии в машиностроении;19;4;11;Кировск
Артемий;Красильников;Kostroma State Technological University;Экономический факультет;CМ13 Ракетно-космические композиционные конструкции;18;3;6;Красавино
Ростислав;Татаров;Perm branch of Higher School of Economics;Исторический факультет;CМ11 Подводные роботы и аппараты;21;2;4;Можайск
Саввелий;Потрепалов;Southern Federal University (1915);Философский факультет;РЛ6 Технологии приборостроения;18;1;11;Карачаевск
Афанасий;Ясевич;Siberian State Aerospace University (Russian abbreviation is SibGAU) (1960);Факультет мировой политики;МТ4 Метрология и взаимозаменяемость;23;3;8;Губаха
Трофим;Марченко;Omsk State University (1974);Механико–математический факультет ;СМ1 Космические аппараты и ракеты-носители;24;2;19;Пошехонье
Таисия;Новикова;Omsk State Agrarian University (1918) (connected with Omsk State Veterinary Institute and Institute of Agribusiness and Continuing Education);Факультет политологии;РЛ1 Радиоэлектронные системы и устройства;24;6;7;Прохладный
Ярослава;Будникова;Sechenov Moscow Medical Academy;Высшая школа бизнеса (факультет);РЛ1 Радиоэлектронные системы и устройства;19;6;2;Снежинск
Ульяна;Яценко;Moscow State Aviation Technological University (MATI);Факультет психологии;МТ3 Технологии машиностроения;18;2;14;Алупка
Яна;Шестакова;Altai State Medical University;Факультет вычислительной математики и кибернетики;Э8 Плазменные энергетические установки;21;2;13;Черноголовка
Лидия;Болдаева;Khakass Technical Institute;Химический факультет;МТ13 Технологии обработки материалов;18;1;3;Лахденпохья
Злата;Багрова;Essentuky Institute of Management, Business, and Law;Высшая школа государственного аудита (факультет);ИБМ4 Менеджмент;18;4;13;Барыш
Владислава;Ожгибесова;Abakan State Institute of Education;Факультет журналистики;МТ5 Литейные технологии;22;5;8;Славгород
Вероника;Гордеева;Kemerovo Medical Academy;Высшая школа управления и инноваций (факультет);РК2 Теория механизмов и машин;22;1;18;Истра
Марианна;Шульгина;Kemerovo Agricultural Institute;Университетская гимназия (школа-интернат);ФН1 Высшая математика;22;4;15;Орёл
Римма;Аптекарь;Moscow State University of Forestry;Философский факультет;ФH5 Химия;20;4;2;Ростов-на-Дону
Тамара;Ягфарова;Perm branch of Higher School of Economics;Исторический факультет;ИУ2 Приборы и системы ориентации, стабилизации и навигации;21;6;1;Кировск
Ефросинья;Ануфриева;Smolensk Humanitarian University;Факультет военного обучения;ИБМ3 Промышленная логистика;22;1;5;Кунгур
Эмма;Проскуркина;Tver State University;Биологический факультет;Л1 Русский язык;23;4;9;Сосногорск
Людмила;Кошляк;Omsk State Transport University (1961);Факультет почвоведения;МТ13 Технологии обработки материалов;18;3;1;Бор
Милена;Богатырёва;Krasnoyarsk State Medical Academy (Russian abbreviation is KrasGMA) (1942);Социологический факультет;Л2 Английский язык для приборостроительных специальностей;20;3;15;Жердевка
Дарья;Жириновская;Abakan State Institute of Education;Факультет государственного управления;ФН1 Высшая математика;23;5;2;Кинель
Арина;Шкловская;Glazov State Pedagogical Institute (1939);Экономический факультет;ИБМ7 Инновационное предпринимательство;20;1;5;Каменск-Уральский
Ксения;Шапкина;Saint Petersburg State University of Economics (2012);Механико–математический факультет ;Э1 Ракетные двигатели;23;6;12;Вытегра
Лариса;Калмыкова;Belgorod State Technological Academy of Construction Materials;Социологический факультет;СГН1 История;20;3;17;Гаджиево
Анисья;Шумилова;Altai State University;Факультет фундаментальной физико–химической инженерии;ФН2 Прикладная математика;18;4;15;Дегтярск
Анфиса;Рясная;Far Eastern State Technical Fishing University;Университетская гимназия (школа-интернат);ИБМ6 Предпринимательство и внешнеэкономическая деятельность;22;1;13;Ковылкино
Жанна;Чеботова;Vladimir State Humanitarian University;Факультет психологии;ИУ3 Информационные системы и телекоммуникации;22;3;11;Кудымкар
Фаина;Дейнекина;Krasnoyarsk State Pedagogical University (Russian abbreviation is KGPU) (1932);Факультет педагогического образования;CМ2 Аэрокосмические системы;24;5;14;Искитим
Диана;Уварова;Tula State University;Факультет государственного управления;Л3 Английский язык для машиностроительных специальностей;24;5;20;Покров
Инесса;Кабинова;Omsk State Transport University (1961);Факультет космических исследований;ФH5 Химия;19;6;12;Таштагол
Мария;Умаметева;Ivanovo State Power University;Факультет космических исследований;Э7 Ядерные реакторы и установки;23;3;13;Мценск
Евдокия;Лагутова;Higher Chemical College of the Russian Academy of Sciences;Факультет политологии;ФН7 Электротехника и промышленная электроника;23;2;12;Ишимбай
Евгения;Рафикова;Voenmeh Baltic State Technical University;Философский факультет;МТ11 Электронные технологии в машиностроении;18;5;7;Краснослободск
Рада;Ткач;Pyatigorsk State Linguistic University;Факультет искусств;МТ8 Материаловедение;24;1;19;Елизово
Зинаида;Зверева;Irkutsk State University (1918);Высшая школа культурной политики и управления в гуманитарной сфере (факультет);CМ13 Ракетно-космические композиционные конструкции;24;5;5;Юхнов
Анна;Каретникова;Yaroslavl Demidov State University (1918), successor to the Demidov Lyceum (founded 1803);Факультет фундаментальной медицины;Э6 Теплофизика;18;2;9;Абакан
Эльвира;Шулепина;Udmurdsky State University;Факультет почвоведения;ИБМ6 Предпринимательство и внешнеэкономическая деятельность;19;5;10;Геленджик
Любава;Гарина;Rostov State Economics University;Факультет наук о материалах;РК5 Прикладная механика;22;1;10;Сланцы
Христина;Гаврюшина;Irkutsk State University (1918);Филологический факультет;РК3 Основы конструирования машин;19;6;17;Катав-Ивановск
Антонина;Уржумцева;Saint Petersburg State University of Economics (2012);Экономический факультет;БМТ4 Медико-технический менеджмент;21;3;1;Балаково
Кристина;Январева;Moscow State Industrial University;Экономический факультет;РК2 Теория механизмов и машин;20;3;14;Болохово
Ефросиния;Лаптева;Tver State University;Геологический факультет;CМ12 Технологии ракетно-космического машиностроения;18;3;3;Мирный
Бронислава;Купцова;Northern International University;Факультет иностранных языков и регионоведения;CМ2 Аэрокосмические системы;22;5;13;Озерск
Екатерина;Шандарова;Krasnoyarsk State University (Russian abbreviation is KGU) (1963) (started as a division of Novosibirsk State University, became a standalone university in 1969);Философский факультет;ИБМ5 Финансы;23;1;6;Лахденпохья
Надежда;Уксюзова;Tsarskoye Selo Lyceum (1811);Факультет почвоведения;МТ4 Метрология и взаимозаменяемость;19;3;8;Ладушкин
Берта;Яшунина;Moscow State University of Food Productions;Филологический факультет;МТ9 Промышленный дизайн;21;4;6;Набережные Челны
Доминика;Зарубина;Omsk Academy of Law;Факультет искусств;CМ13 Ракетно-космические композиционные конструкции;22;2;5;Перевоз
Ираида;Борисюк;Vladimir State Humanitarian University;Факультет почвоведения;CМ9 Многоцелевые гусеничные машины и мобильные роботы;23;4;13;Чебоксары
Любовь;Кузиева;Perm State Medical Academy;Факультет политологии;СМ1 Космические аппараты и ракеты-носители;18;6;7;Бугульма
Виктория;Рытова;Kaluga State University (1948);Факультет фундаментальной медицины;МТ3 Технологии машиностроения;21;1;11;Усть-Джегута
Кира;Оскорбина;Moscow State Pedagogical University;Факультет искусств;Э5 Вакуумная и компрессорная техника;23;3;15;Шлиссельбург
Валерия;Экземплярская;Tomsk State University of Architecture and Building (1952);Факультет искусств;ФH5 Химия;20;4;6;Павловск
Ника;Лобова;Saint Petersburg State University of Economics and Finance (1930-2012);Факультет наук о материалах;ИУ5 Системы обработки информации и управления;22;1;1;Райчихинск
Елена;Прибылова;Moscow State University of Communication;Факультет политологии;РК1 Инженерная графика;19;3;19;Пушкин
Анастасия;Бебчука;Moscow State Social University;Факультет мировой политики;МТ5 Литейные технологии;23;6;7;Гороховец
Нина;Гаврикова;Yaroslavl State Pedogogical University;Факультет вычислительной математики и кибернетики;РК5 Прикладная механика;24;1;19;Коряжма
Светлана;Бабченко;Bauman Kazan State Academy of Veterinary Medicine;Высшая школа государственного аудита (факультет);РК2 Теория механизмов и машин;20;4;15;Снегири
Раиса;Чучумашева;Omsk State Transport University (1961);Механико–математический факультет ;Л2 Английский язык для приборостроительных специальностей;20;5;5;Новая Ляля
Эвелина;Мохова;Ural State Law Academy;Факультет глобальных процессов;CМ7 Специальная робототехника и мехатроника;20;5;8;Чердынь
Алла;Добролюбова;Omsk Road-Transport Academy;Высшая школа инновационного бизнеса (факультет);СГН3Информационная аналитика и политические технологии;20;2;3;Знаменск
Майя;Койначёнок;Altai State University;Высшая школа бизнеса (факультет);РК9 Компьютерные системы автоматизации производства;21;4;14;Зеленогорск
Ариадна;Шибалкина;Saratov State Medical University;Специализированный учебно–научный центр (факультет) — школа–интернат имени А.Н. Колмогорова;МТ2 Инструментальная техника и технологии;23;3;1;Колпино
Елизавета;Негуторова;All-Russian Academy of Foreign Trade;Факультет психологии;CМ6 Ракетные и импульсные системы;23;2;16;Каменка
Каролина;Гогина;Moscow Aviation Institute (State Technical University);Высшая школа культурной политики и управления в гуманитарной сфере (факультет);СГН1 История;19;3;16;Зеленоград
Полина;Березовская;Kazan State Technical University;Социологический факультет;МТ6 Технологии обработки давлением;20;6;10;Новотроицк
Лилия;Гребнева;Vyatka State University of Humanities;Философский факультет;CМ10 Колесные машины;21;3;15;Духовщина
Лада;Бухарова;Moscow State Industrial University;Исторический факультет;Э3 Газотурбинные и нетрадиционные энергоустановки;22;4;20;Сердобск
Варвара;Филипова;International Academy for Business and New Technologies;Факультет почвоведения;Э10 Гидромеханика, гидромашины и гидропневмоавтоматика;18;2;4;Данилов
Софья;Ярусова;Urals Academy of Architecture;Факультет журналистики;РЛ6 Технологии приборостроения;24;1;10;Щелкино
Наталья;Сочеванова;Moscow State University of Food Productions;Высшая школа государственного администрирования (факультет);ИУ3 Информационные системы и телекоммуникации;24;4;10;Сосногорск
Галина;Шурдук;Moscow State Institute of Radio-engineering Electronics and Automation;Высшая школа бизнеса (факультет);МТ2 Инструментальная техника и технологии;20;4;6;Грязовец
Зоя;Ахтемирова;Siberian State Technological University (Russian abbreviation is SibGTU), the oldest in the city, founded in 1930 as the Siberian Institute of Forest;Факультет мировой политики;СМ1 Космические аппараты и ракеты-носители;24;6;3;Санкт-Петербург
Рената;Шурупова;Moscow State University of Geodesy and Cartography;Университетская гимназия (школа-интернат);Э3 Газотурбинные и нетрадиционные энергоустановки;22;6;14;Гай
Владлена;Абдулова;Siberian Academy for Public Administration;Факультет наук о материалах;РК3 Основы конструирования машин;21;3;9;Рязань
Мирослава;Котова;Siberian State University of Telecommunication and Information Sciences;Факультет фундаментальной медицины;РК2 Теория механизмов и машин;21;4;10;Демидов
Маргарита;Кияк;Saint Petersburg State Medical University (1897);Высшая школа культурной политики и управления в гуманитарной сфере (факультет);РЛ2 Лазерные и оптико-электронные системы;24;1;1;Киров
Ирина;Якимова;Penza State University;Исторический факультет;ФH3 Теоретическая механика;22;5;20;Михайловск
Юнона;Яздовская;Moscow State University of Land Management;Биотехнологический факультет;Э2 Поршневые двигатели;24;2;19;Улан-Удэ
Изабелла;Белоглазова;Higher Chemical College of the Russian Academy of Sciences;Факультет журналистики;Э8 Плазменные энергетические установки;23;1;11;Воркута
Элеонора;Жигунова;Omsk State Technical University (1942);Факультет педагогического образования;CМ11 Подводные роботы и аппараты;19;5;19;Сафоново
Александра;Ложкина;Voronezh State Technical University;Высшая школа управления и инноваций (факультет);ИБМ2 Экономика и организация производства;19;4;6;Ожерелье
Валентина;Яфракова;Eastern Siberian State Technological University;Факультет фундаментальной медицины;ФН2 Прикладная математика;18;5;17;Торжок
Марта;Бузинская;Chita State University of Medicine;Высшая школа культурной политики и управления в гуманитарной сфере (факультет);МТ5 Литейные технологии;18;6;4;Подпорожье
Инна;Николаева;Northern (Arctic) Federal University;Факультет иностранных языков и регионоведения;СГН3Информационная аналитика и политические технологии;23;5;13;Сураж
Василиса;Содовская;Ivanovo State University;Факультет космических исследований;ИУ1 Системы автоматического управления;23;6;14;Туринск
Юлия;Ястребенецкая;Kemerovo Technological Institute of Food Industry;Высшая школа управления и инноваций (факультет);CМ13 Ракетно-космические композиционные конструкции;22;5;1;Озеры
Альбина;Кирхенштейна;Tula State University;Институт стран Азии и Африки;ИБМ4 Менеджмент;22;6;2;Чайковский
Регина;Шепкина;Moscow Academy for Tourism, Hotel and Catering Business;Экономический факультет;ИУ3 Информационные системы и телекоммуникации;21;3;15;Зубцов
Нона;Чибисова;Orel State University;Институт стран Азии и Африки;"ЮР Кафедра ""Юриспруденция, интеллектуальная собственность и судебная экспертиза""";23;6;13;Агрыз
Стела;Артамонова;Moscow State Linguistic University;Факультет мировой политики;МТ10 Оборудование и технологии прокатки;24;6;4;Чудово
Марина;Пелёвина;Voronezh State University (1918), successor to the University of Dorpat (founded 1802 or 1632);Факультет фундаментальной медицины;ФН7 Электротехника и промышленная электроника;19;3;19;Поронайск
Татьяна;Огородникова;Voronezh State Academy of Technology;Факультет мировой политики;ФH5 Химия;24;4;11;Южноуральск
Пелагея;Малахова;Moscow State University of Geodesy and Cartography;Факультет почвоведения;ФH4 Физика;21;4;3;Красноперекопск
Клара;Колесова;Ulyanovsk State Agricultural Academy;Московская школа экономики (факультет);CМ6 Ракетные и импульсные системы;20;1;7;Котовск
Янина;Щеткина;Academic Law University of the Institute of State and Law of the Russian Academy of Sciences;Факультет космических исследований;CМ7 Специальная робототехника и мехатроника;24;2;1;Пущино
Изольда;Тихоход;Yakutsk State University (1956);Высшая школа телевидения (факультет);МТ3 Технологии машиностроения;24;1;1;Задонск
Ольга;Ялчевская;Siberian Academy for Public Administration;Механико–математический факультет ;ИБМ4 Менеджмент;23;3;8;Янаул
Роза;Киселёва;Belgorod State Technological Academy of Construction Materials;Биотехнологический факультет;МТ7 Технологии сварки и диагностики;21;3;19;Свободный
Агафья;Якимовская;Siberian State Medical University (1888);Факультет журналистики;CМ12 Технологии ракетно-космического машиностроения;20;4;11;Спасск-Дальний
Агния;Хвостовская;Saint Petersburg Institute of Trade and Economics;Механико–математический факультет ;ИУ1 Системы автоматического управления;18;2;8;Сызрань
Ева;Гребенщикова;Yaroslavl State Technical University;Высшая школа современных социальных наук (факультет);Л4 Романо-германские языки;22;5;2;Петергоф
Лиана;Ящук;St. Petersburg Institute of Jewish Studies;Факультет вычислительной математики и кибернетики;РК6 Системы автоматизированного проектирования;18;3;16;Рассказово
Оксана;Нилина;Barnaul State Pedagogical University;Высшая школа современных социальных наук (факультет);ФH12 Математическое моделирование;21;1;5;Каменка
Эмилия;Аронова;Samara State Aerospace University;Институт стран Азии и Африки;БМТ1 Биомедицинские технические системы;20;1;12;Верхняя Тура
Инга;Астахова;Saint Petersburg State Agrarian University (1904);Факультет мировой политики;РК1 Инженерная графика;23;6;15;Екатеринбург
